"","outd","NoInt:0.75","CI_HQ_SD:0.75","PC_CI_SD:0.75","PC_CI_HQ_SD:0.75","NoInt:0.5","CI_HQ_SD:0.5","PC_CI_SD:0.5","PC_CI_HQ_SD:0.5","NoInt:0.25","CI_HQ_SD:0.25","PC_CI_SD:0.25","PC_CI_HQ_SD:0.25"
"31",30,0,0,0,0,0,0,0,0,0,0,0,0
"32",31,0,0,0,0,0,0,0,0,0,0,0,0
"33",32,0,0,0,0,0,0,0,0,0,0,0,0
"34",33,0,0,0,0,0,0,0,0,0,0,0,0
"35",34,0,0,0,0,0,0,0,0,0,0,0,0
"36",35,0,0,0,0,0,0,0,0,0,0,0,0
"37",36,0,0,0,0,0,0,0,0,0,0,0,0
"38",37,0,0,0,0,0,0,0,0,0,0,0,0
"39",38,0,0,0,0,0,0,0,0,0,0,0,0
"40",39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"41",40,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"42",41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"43",42,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"44",43,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"45",44,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"46",45,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"47",46,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"48",47,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
"49",48,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
"50",49,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
"51",50,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
"52",51,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
"53",52,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
"54",53,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
"55",54,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
"56",55,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
"57",56,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
"58",57,9,9,9,9,9,9,9,9,9,9,9,9
"59",58,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
"60",59,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9
"61",60,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1
"62",61,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
"63",62,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7
"64",63,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
"65",64,29,29,29,29,29,29,29,29,29,29,29,29
"66",65,34,34,34,34,34,34,34,34,34,34,34,34
"67",66,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1
"68",67,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3
"69",68,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5
"70",69,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
"71",70,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6
"72",71,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8
"73",72,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7
"74",73,118.1,118.1,118.1,118.1,118.1,118.1,118.1,118.1,118.1,118.1,118.1,118.1
"75",74,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3
"76",75,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2
"77",76,190.2,190.2,190.2,190.2,190.2,190.2,190.2,190.2,190.2,190.2,190.2,190.2
"78",77,222.4,222.4,222.4,222.4,222.4,222.4,222.4,222.4,222.4,222.4,222.4,222.4
"79",78,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4
"80",79,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4
"81",80,351.6,351.6,351.6,351.6,351.6,351.6,351.6,351.6,351.6,351.6,351.6,351.6
"82",81,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6
"83",82,464.3,464.3,464.3,464.3,464.3,464.3,464.3,464.3,464.3,464.3,464.3,464.3
"84",83,534.8,534.8,534.8,534.8,534.8,534.8,534.8,534.8,534.8,534.8,534.8,534.8
"85",84,616.8,616.8,616.8,616.8,616.8,616.8,616.8,616.8,616.8,616.8,616.8,616.8
"86",85,702.5,702.5,702.5,702.5,702.5,702.5,702.5,702.5,702.5,702.5,702.5,702.5
"87",86,791.5,791.5,791.5,791.5,791.5,791.5,791.5,791.5,791.5,791.5,791.5,791.5
"88",87,907.3,907.3,907.3,907.3,907.3,907.3,907.3,907.3,907.3,907.3,907.3,907.3
"89",88,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8,1043.8
"90",89,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3,1194.3
"91",90,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7,1366.7
"92",91,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7,1576.7
"93",92,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8,1838.8
"94",93,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3,2148.3
"95",94,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2,2505.2
"96",95,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5,2927.5
"97",96,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9,3434.9
"98",97,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9,4008.9
"99",98,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3,4701.3
"100",99,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2,5497.2
"101",100,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3,6425.3
"102",101,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9,7498.9
"103",102,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2,8708.2
"104",103,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6,10123.6
"105",104,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2,11737.2
"106",105,13618,13618,13618,13618,13618,13618,13618,13618,13618,13618,13618,13618
"107",106,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6,15795.6
"108",107,18292.7,18294.1,18295.3,18294.1,18292.7,18294.1,18295.3,18294.1,18292.7,18294.1,18295.3,18294.1
"109",108,21114.3,21118.1,21124.5,21118.1,21114.3,21118.1,21124.5,21118.1,21114.3,21118.1,21124.5,21118.1
"110",109,24430.9,24422.8,24442.2,24422.8,24430.9,24422.8,24442.2,24422.8,24430.9,24422.8,24442.2,24422.8
"111",110,28186.8,28133,28176.3,28133,28186.8,28133,28176.3,28133,28186.8,28133,28176.3,28133
"112",111,32477.4,32375.8,32454.2,32375.8,32477.4,32375.8,32454.2,32375.8,32477.4,32375.8,32454.2,32375.8
"113",112,37406,37129.6,37248.8,37129.6,37406,37129.6,37248.8,37129.6,37406,37129.6,37248.8,37129.6
"114",113,42947.3,42290.7,42500.8,42290.7,42947.3,42290.7,42500.8,42290.7,42947.3,42290.7,42500.8,42290.7
"115",114,49283.5,47982.2,48255.9,47982.2,49283.5,47982.2,48255.9,47982.2,49283.5,47982.2,48255.9,47982.2
"116",115,56444.7,54028,54563.7,54028,56444.7,54028,54563.7,54028,56444.7,54028,54563.7,54028
"117",116,64492.9,60411.9,61353.8,60411.9,64492.9,60411.9,61353.8,60411.9,64492.9,60411.9,61353.8,60411.9
"118",117,73630.1,67146.6,68750.2,67146.6,73630.1,67146.6,68750.2,67146.6,73630.1,67146.6,68750.2,67146.6
"119",118,83890.9,74322.3,76706.6,74312.2,83890.9,74322.3,76706.6,74312.2,83890.9,74322.3,76706.6,74312.2
"120",119,95373.8,81704.9,85202.3,81663.6,95373.8,81704.9,85202.3,81663.6,95373.8,81704.9,85202.3,81663.6
"121",120,108318.3,89363.8,93886.3,89193.8,108318.3,89363.8,93886.3,89193.8,108318.3,89363.8,93886.3,89193.8
"122",121,122851.8,96976.8,102296.1,96341,122851.8,96976.8,102296.1,96341,122851.8,96976.8,102296.1,96341
"123",122,139260.7,104418.3,109926.5,102586.8,139260.7,104418.3,109926.5,102586.8,139260.7,104418.3,109926.5,102586.8
"124",123,157606.7,111593.9,116593.6,107799.3,157606.7,111593.9,116593.6,107799.3,157606.7,111593.9,116593.6,107799.3
"125",124,178310.7,118368.7,122057.7,111820.9,178310.7,118368.7,122057.7,111820.9,178310.7,118368.7,122057.7,111820.9
"126",125,201617.2,125019.4,126244.8,114660.8,201617.2,125019.4,126244.8,114660.8,201617.2,125019.4,126244.8,114660.8
"127",126,227609.2,131298.9,129194.5,116260.8,227609.2,131298.9,129194.5,116260.8,227609.2,131298.9,129194.5,116260.8
"128",127,256669.4,137241.5,130514.5,116570.8,256669.4,137241.5,130514.5,116570.8,256669.4,137241.5,130514.5,116570.8
"129",128,289174.5,142659,130299.3,115480.8,289174.5,142659,130299.3,115480.8,289174.5,142659,130299.3,115480.8
"130",129,324066,147268.1,128433.4,113071.2,324066,147268.1,128433.4,113071.2,324066,147268.1,128433.4,113071.2
"131",130,360664.3,150518.3,125311.5,109334.9,360664.3,150518.3,125311.5,109334.9,360664.3,150518.3,125311.5,109334.9
"132",131,398880.1,152552.3,121359.8,104768,398880.1,152552.3,121359.8,104768,398880.1,152552.3,121359.8,104768
"133",132,438629.2,153448,117027,99966,438629.2,153448,117027,99966,438629.2,153448,117027,99966
"134",133,480115.8,153316.5,112556.5,95106.2,480115.8,153316.5,112556.5,95106.2,480115.8,153316.5,112556.5,95106.2
"135",134,523055.6,152155.4,108068.3,90221.2,523055.6,152155.4,108068.3,90221.2,523055.6,152155.4,108068.3,90221.2
"136",135,567608.3,149770,103568.3,85419.9,567608.3,149770,103568.3,85419.9,567608.3,149770,103568.3,85419.9
"137",136,613938.3,146434.7,98995.4,80768,613938.3,146434.7,98995.4,80768,613938.3,146434.7,98995.4,80768
"138",137,661548.5,142029.7,94776.5,76285.5,661548.5,142029.7,94776.5,76285.5,661548.5,142029.7,94776.5,76285.5
"139",138,710575,136656.6,90646.3,71950.3,710575,136656.6,90646.3,71950.3,710575,136656.6,90646.3,71950.3
"140",139,762085.9,130795.6,86707.2,67810.4,762085.9,130795.6,86707.2,67810.4,762085.9,130795.6,86707.2,67810.4
"141",140,817246,124901.4,82959.3,63908.3,817246,124901.4,82959.3,63908.3,817246,124901.4,82959.3,63908.3
"142",141,876001.9,119096.2,79270.5,60257.7,876001.9,119096.2,79270.5,60257.7,876001.9,119096.2,79270.5,60257.7
"143",142,938310.3,113476.2,75771.7,56802,938310.3,113476.2,75771.7,56802,938310.3,113476.2,75771.7,56802
"144",143,1006099.5,108210.2,72383.5,53502.5,1006099.5,108210.2,72383.5,53502.5,1006099.5,108210.2,72383.5,53502.5
"145",144,1080618.8,103485.3,69224.7,50403.7,1080618.8,103485.3,69224.7,50403.7,1080618.8,103485.3,69224.7,50403.7
"146",145,1163079.6,99413.7,66219.4,47510.9,1163079.6,99413.7,66219.4,47510.9,1163079.6,99413.7,66219.4,47510.9
"147",146,1253862.1,95924,63447.4,44756.5,1253862.1,95924,63447.4,44756.5,1253862.1,95924,63447.4,44756.5
"148",147,1353897.9,93102.7,60704.5,42208,1353897.9,93102.7,60704.5,42208,1353897.9,93102.7,60704.5,42208
"149",148,1463495,90987.4,58185.3,39827.2,1463495,90987.4,58185.3,39827.2,1463495,90987.4,58185.3,39827.2
"150",149,1582856.1,89485.9,55767.6,37643.1,1582856.1,89485.9,55767.6,37643.1,1582856.1,89485.9,55767.6,37643.1
"151",150,1711960.5,88711.7,53484.6,35605.6,1711960.5,88711.7,53484.6,35605.6,1711960.5,88711.7,53484.6,35605.6
"152",151,1850568,88597.8,51289.4,33712.1,1850568,88597.8,51289.4,33712.1,1850568,88597.8,51289.4,33712.1
"153",152,1998953.1,89123.6,49191.1,31901.3,1998953.1,89123.6,49191.1,31901.3,1998953.1,89123.6,49191.1,31901.3
"154",153,2154355.3,90157.7,47212.2,30219.5,2154355.3,90157.7,47212.2,30219.5,2154355.3,90157.7,47212.2,30219.5
"155",154,2314638.5,91503.2,45301.1,28604.2,2314638.5,91503.2,45301.1,28604.2,2314638.5,91503.2,45301.1,28604.2
"156",155,2477311.2,93132.2,43472.7,27088.7,2477311.2,93132.2,43472.7,27088.7,2477311.2,93132.2,43472.7,27088.7
"157",156,2640954.2,95110.3,41749.6,25706.9,2640954.2,95110.3,41749.6,25706.9,2640954.2,95110.3,41749.6,25706.9
"158",157,2802893.1,97269.6,40075.5,24352,2802893.1,97269.6,40075.5,24352,2802893.1,97269.6,40075.5,24352
"159",158,2961162,99586.1,38477.6,23080,2961162,99586.1,38477.6,23080,2961162,99586.1,38477.6,23080
"160",159,3113395.5,102066.4,36929.7,21877.4,3113395.5,102066.4,36929.7,21877.4,3113395.5,102066.4,36929.7,21877.4
"161",160,3256898.4,104691,35426.5,20788.5,3256898.4,104691,35426.5,20788.5,3256898.4,104691,35426.5,20788.5
"162",161,3389762.5,107449,34049.1,19687.2,3389762.5,107449,34049.1,19687.2,3389762.5,107449,34049.1,19687.2
"163",162,3508985.6,110317.9,32738.3,18654.6,3508985.6,110317.9,32738.3,18654.6,3508985.6,110317.9,32738.3,18654.6
"164",163,3613362.5,113245.6,31424.1,17699.7,3613362.5,113245.6,31424.1,17699.7,3613362.5,113245.6,31424.1,17699.7
"165",164,3701142.5,116369.9,30186.7,16833.8,3701142.5,116369.9,30186.7,16833.8,3701142.5,116369.9,30186.7,16833.8
"166",165,3770566.1,119535.9,29041.2,15980.3,3770566.1,119535.9,29041.2,15980.3,3770566.1,119535.9,29041.2,15980.3
"167",166,3820101.6,122700,27867.1,15143,3820101.6,122700,27867.1,15143,3820101.6,122700,27867.1,15143
"168",167,3849903.2,125985.6,26811.6,14383,3849903.2,125985.6,26811.6,14383,3849903.2,125985.6,26811.6,14383
"169",168,3859014.7,129317,25745.7,13660.6,3859014.7,129317,25745.7,13660.6,3859014.7,129317,25745.7,13660.6
"170",169,3847870,132772.1,24749.1,12940.9,3847870,132772.1,24749.1,12940.9,3847870,132772.1,24749.1,12940.9
"171",170,3816996.4,136342.5,23776.7,12266.1,3816996.4,136342.5,23776.7,12266.1,3816996.4,136342.5,23776.7,12266.1
"172",171,3767463.5,139923.6,22849.1,11653.9,3767463.5,139923.6,22849.1,11653.9,3767463.5,139923.6,22849.1,11653.9
"173",172,3700051.9,143540.9,21944.9,11074.6,3700051.9,143540.9,21944.9,11075.6,3700051.9,143540.9,21944.9,11075.6
"174",173,3615853.5,147221.7,21119.7,10528.7,3615853.5,147221.7,21119.7,10522.4,3615853.5,147221.7,21119.7,10522.4
"175",174,3516914.9,150849.2,20316.3,10004.7,3516914.9,150849.2,20316.3,9983.2,3516914.9,150849.2,20316.3,9983.2
"176",175,3405740.6,154562.3,19519.7,9563,3405740.6,154562.3,19519.7,9495.3,3405740.6,154562.3,19519.7,9495.3
"177",176,3283930.9,158411.8,18781.9,9201.4,3283930.9,158411.8,18781.9,9037.3,3283930.9,158411.8,18781.9,9037.3
"178",177,3153143.5,162261.1,18047.4,8904,3153143.5,162261.1,18047.4,8582.9,3153143.5,162261.1,18047.4,8582.9
"179",178,3015391.2,165615.6,17344.9,8704.3,3015391.2,165615.6,17344.9,8152.6,3015391.2,165615.6,17344.9,8152.6
"180",179,2871395.6,167916.3,16705.3,8596.3,2871395.6,167916.3,16705.3,7763.3,2871395.6,167916.3,16705.3,7763.3
"181",180,2722951.9,169032.5,16073.2,8550.6,2722951.9,169032.5,16073.2,7381,2722951.9,169032.5,16073.2,7380.1
"182",181,2571698.3,169110.1,15470.5,8602.9,2571698.3,169110.1,15470.5,7015.8,2571698.3,169110.1,15470.5,7008.3
"183",182,2420285.7,168033.5,14881.2,8753,2420285.7,168033.5,14881.2,6698.7,2420285.7,168033.5,14881.2,6666.6
"184",183,2269724.7,165816,14315.5,8971.2,2269724.7,165816,14315.5,6434.8,2269724.7,165816,14315.5,6329.3
"185",184,2121197.6,162542.9,13760.7,9276.2,2121197.6,162542.9,13760.7,6234.9,2121197.6,162542.9,13760.7,6010.9
"186",185,1975712.5,158460.1,13242.6,9656.7,1975712.5,158460.1,13242.6,6115.3,1975712.5,158460.1,13242.6,5708.3
"187",186,1834680,153794.4,12732.1,10102.7,1834680,153794.4,12732.1,6067.5,1834680,153794.4,12732.1,5431.6
"188",187,1698913.1,148778.3,12240.2,10622.5,1698913.1,148778.3,12239.7,6105.9,1698913.1,148778.3,12239.7,5168.6
"189",188,1569504.6,143913.2,11807.1,11204.7,1569504.6,143913.2,11804.9,6240.6,1569504.6,143913.2,11804.9,4924.2
"190",189,1447522.5,139718.6,11427.3,11836.7,1447522.5,139718.6,11359.4,6470.8,1447522.5,139718.6,11359.4,4687
"191",190,1333346.9,136377,11154.2,12557.3,1333346.9,136377,10946.5,6767.8,1333346.9,136377,10946.5,4461.7
"192",191,1227098.3,133914.6,10946.8,13391.2,1227098.3,133914.6,10528.2,7161.6,1227098.3,133914.6,10528.2,4255
"193",192,1128147.3,132421.1,10870.6,14294.1,1128147.3,132421.1,10154,7632.8,1128147.3,132421.1,10154,4054.9
"194",193,1036542.1,131888.7,10907.6,15280,1036542.1,131888.7,9783.2,8170.3,1036542.1,131888.7,9783.2,3863.6
"195",194,952065.4,132225.7,11088.9,16375.5,952065.4,132225.7,9432,8790.5,952065.4,132225.7,9432,3700.9
"196",195,874034.9,133268.7,11394.8,17577.7,874034.9,133268.7,9069.7,9443.7,874034.9,133268.7,9069.7,3549.8
"197",196,802170.1,134726.6,11899.8,18878.5,802170.1,134726.6,8737.7,10167.7,802170.1,134726.6,8737.7,3422.9
"198",197,735809.5,136462.9,12585.2,20280.5,735809.5,136462.9,8422.5,10931.7,735809.5,136462.9,8422.5,3324
"199",198,674298.4,138574.5,13471.5,21822,674298.4,138574.5,8107.7,11769.1,674298.4,138574.5,8106.8,3245.8
"200",199,617477.4,140907.6,14494,23490.3,617477.4,140907.6,7809.6,12645.9,617477.4,140907.6,7808.7,3193.7
"201",200,565150.3,143362.3,15664.3,25297.8,565150.3,143362.3,7552.5,13616.1,565150.3,143362.3,7528.5,3173.4
"202",201,516864.2,146002.3,17034.5,27213.5,516864.2,146002.3,7322.9,14670.4,516864.2,146002.3,7257.4,3202.9
"203",202,472483.2,148763.6,18544.1,29239.3,472483.2,148763.6,7143.2,15805.1,472483.2,148763.6,6982.7,3276.5
"204",203,431748.2,151651.4,20212,31444.1,431748.2,151651.4,7037.4,16990.5,431748.2,151651.4,6727.3,3397.5
"205",204,394339.3,154736.4,22105.5,33809.8,394339.3,154736.4,7014.3,18295.2,394339.3,154736.4,6489.4,3575.8
"206",205,360038.3,157853.9,24192.7,36339.9,360038.3,157853.9,7117.8,19681.1,360038.3,157853.9,6244.1,3769
"207",206,328662,160948.3,26462.6,39071.3,328662,160948.3,7347.8,21179.1,328662,160948.3,6034.2,3996.9
"208",207,299907.7,164133.1,28930.3,41956.5,299907.7,164133.1,7661.3,22813.6,299907.7,164133.1,5804,4262.6
"209",208,273595.2,167302.3,31643.6,44923,273595.2,167302.3,8106.8,24548,273595.2,167302.3,5606,4566.9
"210",209,249641.3,170432.7,34598.6,48040,249641.3,170432.7,8670.6,26405.5,249641.3,170432.7,5406.4,4920.6
"211",210,227654.2,173786.8,37879.7,51185.5,227654.2,173786.8,9357.1,28395.4,227654.2,173786.8,5206.4,5288.3
"212",211,207402.6,176952,41408.6,54190.5,207402.6,176952,10181.7,30492.8,207402.6,176952,5020.2,5695.9
"213",212,188970.9,180180.6,45211.7,57122.1,188970.9,180180.6,11140.8,32798.2,188970.9,180180.6,4845.1,6145.1
"214",213,172179.7,183361.1,49360.1,59714.9,172179.7,183361.1,12178.5,35262.3,172179.7,183361.1,4672.3,6606.1
"215",214,156755.7,186515.9,53633.2,61882.3,156755.7,186515.9,13335.5,37880,156755.7,186515.9,4518.1,7070.5
"216",215,142733.7,189659.1,58129.8,63550.3,142733.7,189659.1,14549,40712.3,142733.7,189659.1,4384.7,7606.6
"217",216,129843.7,192779.4,62602.9,64622.8,129843.7,192779.4,15886.2,43713.6,129843.7,192779.4,4262.3,8155.3
"218",217,118174.7,195814.6,66892.3,65057.1,118174.7,195814.6,17369.2,46926.3,118174.7,195814.6,4172.9,8763.1
"219",218,107513.7,198859.8,70881.3,64902,107513.7,198859.8,19002.7,50406.6,107513.7,198859.8,4109.5,9434.2
"220",219,97763.5,201907.7,74603.8,64044.8,97763.5,201907.7,20796.9,54048.3,97763.5,201907.7,4068.1,10138.8
"221",220,88959.1,204817.1,77804.1,62638.4,88959.1,204817.1,22715.5,57621.5,88959.1,204817.1,4089.4,10881.3
"222",221,80992.2,207831.6,80371.7,60746.1,80992.2,207831.6,24815.9,61014.9,80992.2,207831.6,4146.3,11708.1
"223",222,73677.4,210773.1,82288.4,58461,73677.4,210773.1,27022.9,64073.4,73677.4,210773.1,4233.7,12563.5
"224",223,67028.4,213645.3,83388.4,55945.5,67028.4,213645.3,29524,66678.7,67028.4,213645.3,4417.3,13511.3
"225",224,61010.4,216681.7,83853.4,53276.4,61010.4,216681.7,32247.4,68762.4,61010.4,216681.7,4630.6,14529.9
"226",225,55517.5,219540.8,83447.2,50524.8,55517.5,219540.8,35259.4,70230.2,55517.5,219540.8,4938.7,15603.2
"227",226,50533,222520.4,82449.2,47776.9,50533,222520.4,38548.2,70976,50533,222520.4,5293.6,16788.6
"228",227,45956.6,225446.8,80970.5,45092,45956.6,225446.8,42075.1,70947.4,45956.6,225446.8,5720.5,18029.8
"229",228,41779.8,228265.1,79040.7,42478.1,41779.8,228265.1,45928.4,70066.9,41779.8,228265.1,6187.7,19364
"230",229,38033.6,231191.1,76703.1,39981.5,38033.6,231191.1,50152.7,68451,38033.6,231191.1,6743.6,20821.8
"231",230,34578.9,233971.7,74045.9,37568.5,34578.9,233971.7,54707.5,66286.7,34578.9,233971.7,7359.3,22391.1
"232",231,31487.1,236817,71284.2,35342.1,31487.1,236817,59538.6,63769.6,31487.1,236817,8036.8,24044.8
"233",232,28631.6,239577.3,68386.7,33206.2,28631.6,239577.3,64505.6,60932.9,28631.6,239577.3,8789.1,25818.5
"234",233,26042.8,242360.5,65449,31174.5,26042.8,242360.5,69416.9,57995.4,26042.8,242360.5,9632.6,27726.1
"235",234,23652.3,244823.5,62497.4,29288.4,23652.3,244823.5,74051.3,54939.8,23652.3,244823.5,10557.3,29806.7
"236",235,21495.2,247241.6,59629.7,27526,21495.2,247241.6,78249.5,51834.6,21495.2,247241.6,11545.9,32001.2
"237",236,19550.8,248909.2,56875.5,25831.1,19550.8,248909.2,81804.8,48817.5,19550.8,248909.2,12568.2,34237.5
"238",237,17779.2,249258.6,54229.7,24280.8,17779.2,249258.6,84607.4,45934.8,17779.2,249258.6,13606.2,36468.3
"239",238,16152,248152.3,51690.3,22820.9,16152,248152.3,86575.5,43215.2,16152,248152.3,14672,38635.1
"240",239,14665.9,245641.1,49224.6,21481,14665.9,245641.1,87529.3,40620.8,14665.9,245641.1,15746,40689.9
"241",240,13318.3,241628.5,46954.6,20241.9,13318.3,241628.5,87634.8,38193.4,13318.3,241628.5,16784.1,42574.2
"242",241,12086.8,236107.3,44738.6,19107,12086.8,236107.3,86757.6,35866.3,12086.8,236107.3,17831.4,44286.8
"243",242,10954.2,229210.3,42662.1,18045.9,10954.2,229210.3,85168.5,33697.1,10954.2,229210.3,18891.7,45780.6
"244",243,9934.7,221033.5,40726.6,17048.4,9934.7,221033.5,82944.7,31645.1,9934.7,221033.5,19906.7,47017
