"","outd","NoInt:0.75","CI_HQ_SD:0.75","PC_CI_SD:0.75","PC_CI_HQ_SD:0.75","NoInt:0.5","CI_HQ_SD:0.5","PC_CI_SD:0.5","PC_CI_HQ_SD:0.5","NoInt:0.25","CI_HQ_SD:0.25","PC_CI_SD:0.25","PC_CI_HQ_SD:0.25"
"31",30,0,0,0,0,0,0,0,0,0,0,0,0
"32",31,0,0,0,0,0,0,0,0,0,0,0,0
"33",32,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"34",33,0,0,0,0,0,0,0,0,0,0,0,0
"35",34,0,0,0,0,0,0,0,0,0,0,0,0
"36",35,0,0,0,0,0,0,0,0,0,0,0,0
"37",36,0,0,0,0,0,0,0,0,0,0,0,0
"38",37,0,0,0,0,0,0,0,0,0,0,0,0
"39",38,0,0,0,0,0,0,0,0,0,0,0,0
"40",39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"41",40,0,0,0,0,0,0,0,0,0,0,0,0
"42",41,0,0,0,0,0,0,0,0,0,0,0,0
"43",42,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"44",43,0,0,0,0,0,0,0,0,0,0,0,0
"45",44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"46",45,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"47",46,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"48",47,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"49",48,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"50",49,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"51",50,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"52",51,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"53",52,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"54",53,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"55",54,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"56",55,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
"57",56,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"58",57,2,2,2,2,2,2,2,2,2,2,2,2
"59",58,2,2,2,2,2,2,2,2,2,2,2,2
"60",59,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"61",60,4,4,4,4,4,4,4,4,4,4,4,4
"62",61,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
"63",62,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
"64",63,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
"65",64,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
"66",65,6,6,6,6,6,6,6,6,6,6,6,6
"67",66,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
"68",67,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
"69",68,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
"70",69,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
"71",70,20,20,20,20,20,20,20,20,20,20,20,20
"72",71,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4
"73",72,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
"74",73,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3
"75",74,37,37,37,37,37,37,37,37,37,37,37,37
"76",75,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
"77",76,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4
"78",77,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9
"79",78,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9
"80",79,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9
"81",80,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4
"82",81,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4
"83",82,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1
"84",83,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5
"85",84,172.3,172.3,172.3,172.3,172.3,172.3,172.3,172.3,172.3,172.3,172.3,172.3
"86",85,194,194,194,194,194,194,194,194,194,194,194,194
"87",86,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4
"88",87,250.2,250.2,250.2,250.2,250.2,250.2,250.2,250.2,250.2,250.2,250.2,250.2
"89",88,301.1,301.1,301.1,301.1,301.1,301.1,301.1,301.1,301.1,301.1,301.1,301.1
"90",89,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3
"91",90,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8
"92",91,460.5,460.5,460.5,460.5,460.5,460.5,460.5,460.5,460.5,460.5,460.5,460.5
"93",92,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8
"94",93,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3
"95",94,748.1,748.1,748.1,748.1,748.1,748.1,748.1,748.1,748.1,748.1,748.1,748.1
"96",95,864.1,864.1,864.1,864.1,864.1,864.1,864.1,864.1,864.1,864.1,864.1,864.1
"97",96,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1,1032.1
"98",97,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8
"99",98,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7
"100",99,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9
"101",100,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919
"102",101,2270,2267.7,2273.9,2267.7,2270,2267.7,2273.9,2267.7,2270,2267.7,2273.9,2267.7
"103",102,2657.5,2649.7,2657.1,2649.7,2657.5,2649.7,2657.1,2649.7,2657.5,2649.7,2657.1,2649.7
"104",103,3103.8,3101.6,3097.1,3101.6,3103.8,3101.6,3097.1,3101.6,3103.8,3101.6,3097.1,3101.6
"105",104,3586.1,3552.5,3552.1,3552.5,3586.1,3552.5,3552.1,3552.5,3586.1,3552.5,3552.1,3552.5
"106",105,4202.6,4135.9,4147.3,4135.9,4202.6,4135.9,4147.3,4135.9,4202.6,4135.9,4147.3,4135.9
"107",106,4885.4,4768.2,4786.4,4768.2,4885.4,4768.2,4786.4,4768.2,4885.4,4768.2,4786.4,4768.2
"108",107,5673.4,5506.3,5530.5,5506.3,5673.4,5506.3,5530.5,5506.3,5673.4,5506.3,5530.5,5506.3
"109",108,6564.4,6272.4,6358.9,6272.4,6564.4,6272.4,6358.9,6272.4,6564.4,6272.4,6358.9,6272.4
"110",109,7639.3,7181.1,7331.4,7172.2,7639.3,7181.1,7331.4,7172.2,7639.3,7181.1,7331.4,7172.2
"111",110,8969.6,8130.3,8185.1,8112.4,8969.6,8130.3,8185.1,8112.4,8969.6,8130.3,8185.1,8112.4
"112",111,10245.1,9013.3,9133,8970.8,10245.1,9013.3,9133,8970.8,10245.1,9013.3,9133,8970.8
"113",112,11857.4,9895.4,10165.8,9790.4,11857.4,9895.4,10165.8,9790.4,11857.4,9895.4,10165.8,9790.4
"114",113,13743.4,10862.3,11215.4,10698.3,13743.4,10862.3,11215.4,10698.3,13743.4,10862.3,11215.4,10698.3
"115",114,15868.7,11752.1,12310.7,11526.2,15868.7,11752.1,12310.7,11526.2,15868.7,11752.1,12310.7,11526.2
"116",115,18232,12597.2,13084.2,12241.6,18232,12597.2,13084.2,12241.6,18232,12597.2,13084.2,12241.6
"117",116,20935.9,13116.1,13502.8,12460.4,20935.9,13116.1,13502.8,12460.4,20935.9,13116.1,13502.8,12460.4
"118",117,23991.1,13745.4,13624.8,12531.4,23991.1,13745.4,13624.8,12531.4,23991.1,13745.4,13624.8,12531.4
"119",118,27455.3,14155.6,13533,12398.2,27455.3,14155.6,13533,12398.2,27455.3,14155.6,13533,12398.2
"120",119,31523.9,14666.5,13331.9,12177.7,31523.9,14666.5,13331.9,12177.7,31523.9,14666.5,13331.9,12177.7
"121",120,36064.7,15206.9,13210,11781.8,36064.7,15206.9,13210,11781.8,36064.7,15206.9,13210,11781.8
"122",121,41197.5,15620.8,12815.1,11407.7,41197.5,15620.8,12815.1,11407.7,41197.5,15620.8,12815.1,11407.7
"123",122,46960.6,16187.5,12598.5,11036.1,46960.6,16187.5,12598.5,11036.1,46960.6,16187.5,12598.5,11036.1
"124",123,53526.3,16718,12249.4,10589.9,53526.3,16718,12249.4,10589.9,53526.3,16718,12249.4,10589.9
"125",124,60878.4,17211.9,11959.3,10126.8,60878.4,17211.9,11959.3,10126.8,60878.4,17211.9,11959.3,10126.8
"126",125,69063.9,17871.7,11634.2,9772.3,69063.9,17871.7,11634.2,9772.3,69063.9,17871.7,11634.2,9772.3
"127",126,78156.5,18492.7,11233.7,9292.3,78156.5,18492.7,11233.7,9292.3,78156.5,18492.7,11233.7,9292.3
"128",127,88623.1,19082.2,10870.3,8844.8,88623.1,19082.2,10870.3,8844.8,88623.1,19082.2,10870.3,8844.8
"129",128,99933.4,19747.6,10596.4,8493,99933.4,19747.6,10596.4,8493,99933.4,19747.6,10596.4,8493
"130",129,111385.7,20108.1,10315.5,8161.8,111385.7,20108.1,10315.5,8161.8,111385.7,20108.1,10315.5,8161.8
"131",130,122726.2,20050.8,9913,7788.4,122726.2,20050.8,9913,7788.4,122726.2,20050.8,9913,7788.4
"132",131,134624.8,19811,9663.1,7359.5,134624.8,19811,9663.1,7359.5,134624.8,19811,9663.1,7359.5
"133",132,147149.9,19445.3,9347.5,7007.5,147149.9,19445.3,9347.5,7007.5,147149.9,19445.3,9347.5,7007.5
"134",133,159871.7,18904.1,9011.7,6701,159871.7,18904.1,9011.7,6701,159871.7,18904.1,9011.7,6701
"135",134,172907.5,18415.2,8734.5,6451.2,172907.5,18415.2,8734.5,6451.2,172907.5,18415.2,8734.5,6451.2
"136",135,186654.2,17780.5,8449.6,6116.9,186654.2,17780.5,8449.6,6116.9,186654.2,17780.5,8449.6,6116.9
"137",136,200733.3,17239.1,8236.2,5849,200733.3,17239.1,8236.2,5849,200733.3,17239.1,8236.2,5849
"138",137,215526.7,16658,7975.3,5584.2,215526.7,16658,7975.3,5584.2,215526.7,16658,7975.3,5584.2
"139",138,230676.5,15990.6,7753.1,5342.2,230676.5,15990.6,7753.1,5342.2,230676.5,15990.6,7753.1,5342.2
"140",139,245590.1,15481.3,7490.3,5087.2,245590.1,15481.3,7490.3,5087.2,245590.1,15481.3,7490.3,5087.2
"141",140,260996.6,14859.9,7245.5,4868.9,260996.6,14859.9,7245.5,4868.9,260996.6,14859.9,7245.5,4868.9
"142",141,276498.7,14280.8,7070.5,4649.6,276498.7,14280.8,7070.5,4649.6,276498.7,14280.8,7070.5,4649.6
"143",142,291616.1,13800.1,6866.1,4474.8,291616.1,13800.1,6866.1,4474.8,291616.1,13800.1,6866.1,4474.8
"144",143,307711.3,13460.3,6601.6,4284.9,307711.3,13460.3,6601.6,4284.9,307711.3,13460.3,6601.6,4284.9
"145",144,324309.2,13325.7,6427.6,4106.1,324309.2,13325.7,6427.6,4106.1,324309.2,13325.7,6427.6,4106.1
"146",145,341609.2,13141.4,6200.6,3922.6,341609.2,13141.4,6200.6,3922.6,341609.2,13141.4,6200.6,3922.6
"147",146,359586.3,13130.1,5991.5,3764.4,359586.3,13130.1,5991.5,3764.4,359586.3,13130.1,5991.5,3764.4
"148",147,377032.2,13089.7,5867.1,3569,377032.2,13089.7,5867.1,3569,377032.2,13089.7,5867.1,3569
"149",148,393390.4,13246.4,5637.6,3440.4,393390.4,13246.4,5637.6,3440.4,393390.4,13246.4,5637.6,3440.4
"150",149,408836.3,13416.3,5496.1,3308.3,408836.3,13416.3,5496.1,3308.3,408836.3,13416.3,5496.1,3308.3
"151",150,422621,13612.5,5384.7,3191.2,422621,13612.5,5384.7,3191.2,422621,13612.5,5384.7,3191.2
"152",151,434059.2,13855.8,5176.9,3044.8,434059.2,13855.8,5176.9,3044.8,434059.2,13855.8,5176.9,3044.8
"153",152,444091.9,14198.4,5083.7,2891.1,444091.9,14198.4,5083.7,2891.1,444091.9,14198.4,5083.7,2891.1
"154",153,451252.5,14606.1,4863.4,2782.5,451252.5,14606.1,4863.4,2782.5,451252.5,14606.1,4863.4,2782.5
"155",154,456179.8,14966.4,4740.7,2663.4,456179.8,14966.4,4740.7,2663.4,456179.8,14966.4,4740.7,2663.4
"156",155,457644.2,15397,4588.1,2561.6,457644.2,15397,4588.1,2561.6,457644.2,15397,4588.1,2561.6
"157",156,456397.3,15837.4,4473.3,2457.5,456397.3,15837.4,4473.3,2457.5,456397.3,15837.4,4473.3,2457.5
"158",157,452392.1,16338,4380.1,2317.4,452392.1,16338,4380.1,2317.4,452392.1,16338,4380.1,2317.4
"159",158,445479.3,16885.4,4193,2243.1,445479.3,16885.4,4193,2243.1,445479.3,16885.4,4193,2243.1
"160",159,436135.5,17286.5,4071.5,2172,436135.5,17286.5,4071.5,2172,436135.5,17286.5,4071.5,2172
"161",160,424706.2,17839.8,3997,2074.6,424706.2,17839.8,3997,2074.6,424706.2,17839.8,3997,2074.6
"162",161,411044.3,18315.2,3868.2,1959.2,411044.3,18315.2,3868.2,1959.2,411044.3,18315.2,3868.2,1959.2
"163",162,395789.6,19011.9,3788,1867.7,395789.6,19011.9,3788,1867.7,395789.6,19011.9,3788,1867.7
"164",163,378855.3,19568.9,3645.5,1829.3,378855.3,19568.9,3645.5,1829.3,378855.3,19568.9,3645.5,1829.3
"165",164,360906.5,20237.1,3554.5,1736.1,360906.5,20237.1,3554.5,1736.1,360906.5,20237.1,3554.5,1736.1
"166",165,342727.9,20867.2,3437.2,1671.7,342727.9,20867.2,3437.2,1671.7,342727.9,20867.2,3437.2,1671.7
"167",166,324003.2,21522.8,3376.2,1612.9,324003.2,21522.8,3376.2,1612.9,324003.2,21522.8,3376.2,1612.9
"168",167,304672.3,22062.2,3256.6,1526.4,304672.3,22062.2,3256.6,1526.4,304672.3,22062.2,3256.6,1526.4
"169",168,285626.2,22769.4,3193.1,1494,285626.2,22769.4,3193.1,1494,285626.2,22769.4,3193.1,1494
"170",169,266579.1,23514,3087.7,1403.7,266579.1,23514,3087.7,1403.7,266579.1,23514,3087.7,1403.7
"171",170,247487.5,24217.5,2989.1,1372.3,247487.5,24217.5,2989.1,1372.3,247487.5,24217.5,2989.1,1372.3
"172",171,229725.5,24880.3,2902,1327.8,229725.5,24880.3,2902,1327.8,229725.5,24880.3,2902,1327.8
"173",172,212124.3,25562.1,2838.8,1237.6,212124.3,25562.1,2838.8,1237.6,212124.3,25562.1,2838.8,1237.6
"174",173,195457.9,26337.4,2740.7,1219.6,195457.9,26337.4,2740.7,1219.6,195457.9,26337.4,2740.7,1219.6
"175",174,179599.8,27100.6,2681.9,1171.3,179599.8,27100.6,2681.9,1171.3,179599.8,27100.6,2681.9,1171.3
"176",175,164825.7,27771.8,2582.8,1116.3,164825.7,27771.8,2582.8,1116.3,164825.7,27771.8,2582.8,1116.3
"177",176,150786.5,28505.8,2522.8,1073.7,150786.5,28505.8,2522.8,1073.7,150786.5,28505.8,2522.8,1073.7
"178",177,137771.5,29190.7,2471.5,1022.8,137771.5,29190.7,2471.5,1022.8,137771.5,29190.7,2471.5,1022.8
"179",178,125964,29432.4,2390.3,958.4,125964,29432.4,2390.3,958.4,125964,29432.4,2390.3,958.4
"180",179,114581.2,29224.7,2326.4,926.7,114581.2,29224.7,2326.4,926.7,114581.2,29224.7,2326.4,926.7
"181",180,104432.1,28751.9,2253.6,919.3,104432.1,28751.9,2253.6,920.9,104432.1,28751.9,2253.6,920.9
"182",181,94647,28004,2193.2,857.7,94647,28004,2193.2,850.1,94647,28004,2193.2,850.1
"183",182,85714.5,27227.3,2148.5,835.9,85714.5,27227.3,2148.5,827.2,85714.5,27227.3,2148.5,827.2
"184",183,77274.8,26362.8,2071.6,825.1,77274.8,26362.8,2071.6,808,77274.8,26362.8,2071.6,808
"185",184,69859.9,25321.1,2024.3,816.4,69859.9,25321.1,2024.3,783.7,69859.9,25321.1,2024.3,783.7
"186",185,62786.6,24642.6,1951.4,766.7,62786.6,24642.6,1951.4,717.2,62786.6,24642.6,1951.4,717.2
"187",186,56618.7,24089.6,1927,750.1,56618.7,24089.6,1927,708.5,56618.7,24089.6,1927,708.5
"188",187,50758.2,23986.1,1863.6,721.3,50758.2,23986.1,1863.6,652.3,50758.2,23986.1,1863.6,652.3
"189",188,45731.2,23707.7,1789.3,761.6,45731.2,23707.7,1789.3,662.8,45731.2,23707.7,1789.3,662.8
"190",189,41047.8,23613.5,1762.4,768.9,41047.8,23613.5,1762.4,632.4,41047.8,23613.5,1762.4,632.4
"191",190,36757.8,23671.7,1683.2,813.2,36757.8,23671.7,1683.2,611.9,36757.8,23671.7,1683.2,610.7
"192",191,33012.5,23869.4,1674.5,845.6,33012.5,23869.4,1674.5,585.3,33012.5,23869.4,1674.5,579.5
"193",192,29619.7,24135.2,1600.8,900.2,29619.7,24135.2,1600.8,571,29619.7,24135.2,1600.8,567.9
"194",193,26684.2,24370.2,1553.2,988.6,26684.2,24370.2,1553.2,555.2,26684.2,24370.2,1553.2,541.6
"195",194,23820.2,24650.3,1507.3,1072.7,23820.2,24650.3,1507.3,537.8,23820.2,24650.3,1507.3,513.1
"196",195,21371.1,25125.9,1463.2,1177,21371.1,25125.9,1463.2,533.6,21371.1,25125.9,1463.2,504
"197",196,19192,25386.3,1428,1292.5,19192,25386.3,1428,519.4,19192,25386.3,1428,483.7
"198",197,17226.3,25753.1,1398.1,1398.4,17226.3,25753.1,1398.1,516.2,17226.3,25753.1,1398.1,465.5
"199",198,15403.2,26213.1,1366.4,1513.8,15403.2,26213.1,1366.4,508.3,15403.2,26213.1,1366.4,444.5
"200",199,13747,26668.1,1326.8,1688.1,13747,26668.1,1326.8,524,13747,26668.1,1326.8,434.9
"201",200,12395.6,27069,1298.9,1837.2,12395.6,27069,1298.9,541.1,12395.6,27069,1298.9,420.7
"202",201,11069.9,27520.4,1239.7,1991.7,11069.9,27520.4,1239.7,585.8,11069.9,27520.4,1239.7,406.7
"203",202,9916,27957.4,1207.1,2147.4,9916,27957.4,1207.1,628.7,9916,27957.4,1207.1,398.9
"204",203,8947.7,28419.1,1181.7,2366.5,8947.7,28419.1,1181.7,665.9,8947.7,28419.1,1181.7,370.2
"205",204,8018.1,28987.7,1145.7,2631.2,8018.1,28987.7,1145.7,738.1,8018.1,28987.7,1145.7,357.7
"206",205,7171.4,29455.2,1103.3,2863.4,7171.4,29455.2,1103.3,805.4,7171.4,29455.2,1103.3,344.9
"207",206,6402.7,29858,1097,3114.8,6402.7,29858,1097,854.3,6402.7,29858,1097,338.5
"208",207,5744.9,30291.4,1051.5,3397.1,5744.9,30291.4,1051.5,952.6,5744.9,30291.4,1051.5,325.5
"209",208,5165.1,30671.7,1027.9,3690.9,5165.1,30671.7,1026.7,1045.3,5165.1,30671.7,1026.7,309.5
"210",209,4608,31121.9,1019.8,3972.4,4608,31121.9,1008.9,1133.2,4608,31121.9,1008.9,310
"211",210,4121.6,31536.7,989.5,4296.6,4121.6,31536.7,970.2,1248.7,4121.6,31536.7,970.2,304.2
"212",211,3644.1,31928.3,983.4,4597.9,3644.1,31928.3,950,1365.8,3644.1,31928.3,950,309
"213",212,3289.8,32371.6,989.2,4936.8,3289.8,32371.6,929.4,1486.9,3289.8,32371.6,929.4,301.2
"214",213,2935.8,32750.2,986.7,5302.1,2935.8,32750.2,918.5,1626.1,2935.8,32750.2,918.5,294.2
"215",214,2628,33172.9,987.9,5632.4,2628,33172.9,884,1780.9,2628,33172.9,884,301.3
"216",215,2385.5,33591.4,1002,5936.5,2385.5,33591.4,872.8,1915.4,2385.5,33591.4,872.8,323
"217",216,2133.4,33967.9,1011.2,6236.3,2133.4,33967.9,839.7,2105.4,2133.4,33967.9,839.7,330.2
"218",217,1925.5,34238.2,1027.6,6410.9,1925.5,34238.2,815.9,2264.8,1925.5,34238.2,815.9,341.9
"219",218,1693.5,34597.2,1076.1,6439.7,1693.5,34597.2,803.1,2517.2,1693.5,34597.2,803.1,360.1
"220",219,1515.1,34824.3,1163.4,6387.6,1515.1,34824.3,777,2752.5,1515.1,34824.3,777,386
"221",220,1388.8,35138.4,1243.4,6284.6,1388.8,35138.4,740.4,3012.6,1388.8,35138.4,740.4,420.7
"222",221,1221.6,35509.1,1341.8,6177.5,1221.6,35509.1,732.1,3313.1,1221.6,35509.1,732.1,462.3
"223",222,1076.4,35748.7,1433.3,5972.8,1076.4,35748.7,712.3,3641.3,1076.4,35748.7,712.3,483
"224",223,998,36022.5,1587.6,5849.3,998,36022.5,694.7,3941.8,998,36022.5,694.7,533.8
"225",224,878.8,36250.4,1742.2,5594,878.8,36250.4,687.1,4278.9,878.8,36250.4,689.2,600.1
"226",225,789.9,36335.8,1927.1,5344.8,789.9,36335.8,656.6,4591.2,789.9,36335.8,654.9,641.4
"227",226,701.7,36640,2142.2,5085.6,701.7,36640,663.5,4835.6,701.7,36640,642.1,726
"228",227,609,36684.2,2355.1,4893.4,609,36684.2,656.8,5101.2,609,36684.2,625.3,776.5
"229",228,566.6,36816.5,2605.4,4645.3,566.6,36816.5,674.9,5298.7,566.6,36816.5,620.7,856
"230",229,504,37052.2,2930.5,4441.3,504,37052.2,675.5,5465.6,504,37052.2,594.8,932.1
"231",230,445.2,37163.2,3244.6,4222.6,445.2,37163.2,673.8,5706.6,445.2,37163.2,553.8,1006.4
"232",231,415.3,37152.1,3566.9,4023.5,415.3,37152.1,704.9,5875.9,415.3,37152.1,551.6,1112.8
"233",232,365,37198.2,3955.6,3834.3,365,37198.2,756.5,5946,365,37198.2,533.9,1205.3
"234",233,331.3,37098.7,4275.2,3601.4,331.3,37098.7,795,5885,331.3,37098.7,527.1,1317.2
"235",234,287.7,37149.5,4620.9,3470.8,287.7,37149.5,846.4,5759.4,287.7,37149.5,515.3,1447.7
"236",235,259.7,37200.3,4939.2,3282.1,259.7,37200.3,906.6,5701.3,259.7,37200.3,492.4,1598.1
"237",236,235,36740,5236.6,3122.9,235,36740,998.2,5552.1,235,36740,485.1,1703.2
"238",237,222.6,35921.9,5469,2969.3,222.6,35921.9,1061.4,5404.2,222.6,35921.9,469.6,1826.2
"239",238,189.1,34787.6,5767.6,2823.9,189.1,34787.6,1120,5170.8,189.1,34787.6,463.4,1967.8
"240",239,170.4,33471.8,5975.3,2717.3,170.4,33471.8,1220,4953.5,170.4,33471.8,457.8,2073.9
"241",240,146.3,32004.5,6100.4,2561.2,146.3,32004.5,1318.5,4804.4,146.3,32004.5,450.6,2198.7
"242",241,136.4,30482.2,6289.5,2447.9,136.4,30482.2,1403.8,4527.4,136.4,30482.2,426.8,2288.8
"243",242,124.8,29018.5,6280.2,2352.5,124.8,29018.5,1534.4,4332.7,124.8,29018.5,410.8,2411.4
"244",243,110.5,27534.2,6406.1,2237.5,110.5,27534.2,1643.8,4152.1,110.5,27534.2,410.2,2557.6
"245",244,98.5,26045.9,6434.5,2144.7,98.5,26045.9,1778.1,3969.1,98.5,26045.9,399.6,2719.2
"246",245,90.2,24480.8,6358.3,2034.1,90.2,24480.8,1935.2,3770.9,90.2,24480.8,383.3,2831.4
"247",246,74.6,23191.2,6313.9,1966.2,74.6,23191.2,2061.6,3601.5,74.6,23191.2,363.9,2885.3
"248",247,69.7,21951.6,6294.6,1859.7,69.7,21951.6,2235.8,3390.7,69.7,21951.6,382.5,3021.8
"249",248,60.3,20733.7,6162.5,1779.3,60.3,20733.7,2402.9,3222.6,60.3,20733.7,368.9,3086.8
"250",249,52.9,19567.2,5991.6,1702.6,52.9,19567.2,2580.9,3106.3,52.9,19567.2,359.5,3167.3
"251",250,44.9,18547.1,5878.3,1635.2,44.9,18547.1,2721,2915.6,44.9,18547.1,366.9,3225.5
"252",251,40.9,17428.8,5712.8,1577.2,40.9,17428.8,2873.8,2814.8,40.9,17428.8,363.9,3253.2
"253",252,36.5,16502.7,5591.8,1502.4,36.5,16502.7,3092.1,2652.4,36.5,16502.7,355.4,3306.3
"254",253,33,15577.5,5399.5,1426.3,33,15577.5,3241.4,2526.9,33,15577.5,351.1,3317.3
"255",254,30.2,14662.3,5312.4,1378.2,30.2,14662.3,3438.2,2441.5,30.2,14662.3,353.5,3340.6
